"gene_name","gene_id","gene_biotype","Mock","Rabies","log2FoldChange","padj"
"Gm34643","ENSMUSG00000115855","lncRNA",0.08,0.19,1.26,
"Acod1","ENSMUSG00000022126","protein_coding",0.08,10.81,7.61,9.58901922241314e-07
"Cln5","ENSMUSG00000022125","protein_coding",16.21,17.32,0.1,0.999947203556063
"Fbxl3","ENSMUSG00000022124","protein_coding",88.36,90.01,0.03,0.999947203556063
"Mycbp2","ENSMUSG00000033004","protein_coding",368.91,424.8,0.21,0.999947203556063
"Gm4654","ENSMUSG00000098111","processed_pseudogene",0.27,0.17,-0.58,
"1700087I21Rik","ENSMUSG00000115099","lncRNA",5.87,3.42,-0.75,0.999947203556063
"Gm34907","ENSMUSG00000115762","lncRNA",0.08,0.29,1.94,
"Scel","ENSMUSG00000022123","protein_coding",2.33,2.54,0.16,0.999947203556063
"Slain1","ENSMUSG00000055717","protein_coding",50.96,43.57,-0.22,0.999947203556063
"Gm22877","ENSMUSG00000093192","miRNA",0,0,,
"Slain1os","ENSMUSG00000089707","lncRNA",0.97,0.68,-0.52,0.999947203556063
"Ednrb","ENSMUSG00000022122","protein_coding",66.28,49.77,-0.39,0.999947203556063
"Gm37910","ENSMUSG00000104311","TEC",0,0,,
"4930432J09Rik","ENSMUSG00000115727","lncRNA",0,0,,
"D130079A08Rik","ENSMUSG00000115424","lncRNA",0.16,0.14,-0.18,
"Pou4f1","ENSMUSG00000048349","protein_coding",3.97,3.58,-0.15,0.999947203556063
"Rnf219","ENSMUSG00000022120","protein_coding",9.6,11.95,0.32,0.999947203556063
"Gm49205","ENSMUSG00000115384","processed_pseudogene",0.04,0.06,0.63,
"Gm22021","ENSMUSG00000077541","snRNA",0,0.02,1.19,
"D130009I18Rik","ENSMUSG00000115432","lncRNA",0.27,0.26,-0.08,
"Gm25724","ENSMUSG00000077719","snoRNA",0,0,,
"Gm24280","ENSMUSG00000077425","snoRNA",0,0,,
"Gm5671","ENSMUSG00000115195","processed_pseudogene",0,0.01,0.35,
"Rbm26","ENSMUSG00000022119","protein_coding",47.35,55.86,0.24,0.999947203556063
"Gm17066","ENSMUSG00000091509","lncRNA",4.08,4.91,0.28,0.999947203556063
"Gm48937","ENSMUSG00000115831","processed_pseudogene",0,0.04,2.31,
"Gm6201","ENSMUSG00000115247","processed_pseudogene",0.12,0.17,0.57,
"Gm22290","ENSMUSG00000094275","snRNA",0,0,,
"Ndfip2","ENSMUSG00000053253","protein_coding",108.57,90.05,-0.26,0.999947203556063
"Gm24207","ENSMUSG00000064715","snRNA",0,0,,
"Gm16259","ENSMUSG00000086260","processed_pseudogene",0,0,,
"5430440P10Rik","ENSMUSG00000115548","lncRNA",0,0.06,3.07,
"4930449E01Rik","ENSMUSG00000022116","lncRNA",0,0.01,0.35,
"Gm35909","ENSMUSG00000115386","lncRNA",0.04,0.05,0.46,
"9330188P03Rik","ENSMUSG00000115149","lncRNA",4.43,7.12,0.7,0.999947203556063
"Gm6145","ENSMUSG00000110080","lncRNA",22.47,14.9,-0.52,0.999947203556063
"Mir6390","ENSMUSG00000098780","miRNA",0,0.04,2.33,
"Gm10076","ENSMUSG00000060143","lncRNA",0.54,0.71,0.39,0.999947203556063
"Gm22406","ENSMUSG00000092664","miRNA",0,0,,
"Gm48970","ENSMUSG00000115796","lncRNA",0,0.02,1.19,
"Spry2","ENSMUSG00000022114","protein_coding",55.47,58.77,0.09,0.999947203556063
"Frg2f4","ENSMUSG00000115800","processed_pseudogene",0,0,,
"Gm4775","ENSMUSG00000090538","processed_pseudogene",0,0.01,0.98,
"Trim52","ENSMUSG00000022113","protein_coding",0,0.02,1.19,
"Gm48971","ENSMUSG00000115501","processed_pseudogene",0,0,,
"Gm48972","ENSMUSG00000115754","lncRNA",0,0,,
"Gm23459","ENSMUSG00000065193","snRNA",0,0,,
"Gm36107","ENSMUSG00000115439","lncRNA",0,0.12,4.14,
"1700128A07Rik","ENSMUSG00000099794","lncRNA",0,0,,
"Gm24634","ENSMUSG00000089297","snoRNA",0,0,,
"Gm48973","ENSMUSG00000115695","processed_pseudogene",0,0,,
"Gm48974","ENSMUSG00000115763","processed_pseudogene",0.04,0.01,-1.46,
"Gm17366","ENSMUSG00000091723","processed_pseudogene",0,0.01,0.35,
"Gm23437","ENSMUSG00000077224","snoRNA",0,0,,
"Gm9334","ENSMUSG00000115510","processed_pseudogene",0,0,,
"Gm19146","ENSMUSG00000115741","processed_pseudogene",0,0.01,0.35,
"Gm9335","ENSMUSG00000115273","processed_pseudogene",0,0,,
"Gm48976","ENSMUSG00000115661","processed_pseudogene",0,0,,
"Gm48977","ENSMUSG00000115562","lncRNA",0,0,,
"Gm24818","ENSMUSG00000092834","miRNA",0,0,,
"Gm24229","ENSMUSG00000089455","snoRNA",0,0.02,1.19,
"Rpl27a-ps2","ENSMUSG00000058430","processed_pseudogene",0.04,0.06,0.6,
"Slitrk1","ENSMUSG00000075478","protein_coding",67.21,47.47,-0.44,0.999947203556063
"Gm18977","ENSMUSG00000115642","processed_pseudogene",0,0,,
"Gm7313","ENSMUSG00000115416","processed_pseudogene",0,0,,
"Gm25901","ENSMUSG00000089119","snoRNA",0,0,,
"Gm24369","ENSMUSG00000093128","miRNA",0,0,,
"n-R5s50","ENSMUSG00000065102","rRNA",0,0,,
"Gm23242","ENSMUSG00000094312","snRNA",0,0,,
"Gm48980","ENSMUSG00000115336","processed_pseudogene",0,0,,
"Gm17932","ENSMUSG00000115606","processed_pseudogene",0,0,,
"Gm25670","ENSMUSG00000095059","snRNA",0,0,,
"Gm26255","ENSMUSG00000084441","snRNA",0,0.02,1.72,
"Slitrk6","ENSMUSG00000045871","protein_coding",3.38,2.78,-0.23,0.999947203556063
"Gm48987","ENSMUSG00000115165","processed_pseudogene",0,0,,
"Gm9348","ENSMUSG00000115349","processed_pseudogene",0,0,,
"Gm22802","ENSMUSG00000093362","miRNA",0,0,,
"Gm48988","ENSMUSG00000115461","processed_pseudogene",0,0,,
"Gm48992","ENSMUSG00000115650","lncRNA",1.13,1.51,0.52,0.999947203556063
"Gm48993","ENSMUSG00000115755","processed_pseudogene",0,0.03,2.06,
"Gm18580","ENSMUSG00000115818","processed_pseudogene",0,0.1,3.83,
"Slitrk5","ENSMUSG00000033214","protein_coding",58.43,54.63,-0.1,0.999947203556063
"Gm48999","ENSMUSG00000115663","processed_pseudogene",0,0.02,1.19,
"Gm22764","ENSMUSG00000088995","snRNA",0,0,,
"Gm49000","ENSMUSG00000115558","TEC",0,0.02,1.19,
"Gm20127","ENSMUSG00000115581","processed_pseudogene",0,0,,
"Gm4822","ENSMUSG00000058953","processed_pseudogene",0,0,,
"Gm19223","ENSMUSG00000115126","processed_pseudogene",0,0,,
"Gm4486","ENSMUSG00000115786","processed_pseudogene",0,0,,
"Gm49005","ENSMUSG00000115260","processed_pseudogene",0,0,,
"Tpm3-rs7","ENSMUSG00000058126","protein_coding",33.47,49.6,0.61,0.999947203556063
"Gm4487","ENSMUSG00000086415","processed_pseudogene",0,0,,
"Gm5209","ENSMUSG00000115269","processed_pseudogene",0,0,,
"Gm18369","ENSMUSG00000115572","processed_pseudogene",0,0,,
"Gm19829","ENSMUSG00000115658","processed_pseudogene",0,0.02,1.78,
"Gm37495","ENSMUSG00000103140","TEC",0,0,,
"4930524C18Rik","ENSMUSG00000115320","lncRNA",0,0,,
"Gm49010","ENSMUSG00000115309","lncRNA",0,0,,
"1700100I10Rik","ENSMUSG00000115372","lncRNA",0,0,,
"Gm31072","ENSMUSG00000114979","lncRNA",0,0,,
"Gm24073","ENSMUSG00000088802","snRNA",0,0,,
"Mir17hg","ENSMUSG00000089726","lncRNA",0.47,1.02,1.13,0.999947203556063
"Mir17","ENSMUSG00000065508","miRNA",0,0,,
"Mir18","ENSMUSG00000065403","miRNA",0,0,,
"Mir19a","ENSMUSG00000065416","miRNA",0,0,,
"Mir20a","ENSMUSG00000065442","miRNA",0,0,,
"Mir19b-1","ENSMUSG00000076256","miRNA",0,0,,
"Mir92-1","ENSMUSG00000076062","miRNA",0,0,,
"Gpc5","ENSMUSG00000022112","protein_coding",30.05,21.76,-0.45,0.999947203556063
"4930505G20Rik","ENSMUSG00000093551","lncRNA",0,0,,
"Gm18367","ENSMUSG00000093589","processed_pseudogene",0,0.01,0.35,
"Gm20713","ENSMUSG00000093497","lncRNA",0,0,,
"Gm38045","ENSMUSG00000104296","TEC",0,0,,
"Gpc6","ENSMUSG00000058571","protein_coding",6.06,7.92,0.39,0.999947203556063
"Mir6239","ENSMUSG00000098648","miRNA",0,0,,
"Dct","ENSMUSG00000022129","protein_coding",1.21,1.02,-0.24,0.999947203556063
"4930435M08Rik","ENSMUSG00000115689","lncRNA",0,0,,
"Gm26773","ENSMUSG00000097358","lncRNA",1.05,0.68,-0.61,0.999947203556063
"Tgds","ENSMUSG00000022130","protein_coding",5.13,4.98,-0.04,0.999947203556063
"Gpr180","ENSMUSG00000022131","protein_coding",30.48,23.02,-0.38,0.999947203556063
"4933431J24Rik","ENSMUSG00000115774","lncRNA",0,0,,
"Sox21","ENSMUSG00000061517","protein_coding",11.7,6.64,-0.73,0.999947203556063
"Gm4675","ENSMUSG00000090534","lncRNA",0.47,0.29,-0.67,0.999947203556063
"Mir6241","ENSMUSG00000098612","miRNA",0,0,,
"Gm9376","ENSMUSG00000092109","protein_coding",0,0,,
"Gm23669","ENSMUSG00000088095","snoRNA",0,0,,
"Gm32093","ENSMUSG00000115258","lncRNA",0,0,,
"Gm26791","ENSMUSG00000096997","lncRNA",0.04,0,-3.35,
"1700044C05Rik","ENSMUSG00000099911","lncRNA",0,0,,
"Gm5672","ENSMUSG00000115515","processed_pseudogene",0,0,,
"Abcc4","ENSMUSG00000032849","protein_coding",17.57,19.56,0.16,0.999947203556063
"Gm49033","ENSMUSG00000115075","processed_pseudogene",0,0,,
"Gm23302","ENSMUSG00000064644","snRNA",0,0,,
"Mir6391","ENSMUSG00000098433","miRNA",0,0,,
"Gm27198","ENSMUSG00000098630","lncRNA",0.04,0.01,-1.46,
"Gm22379","ENSMUSG00000088105","snoRNA",0,0,,
"Cldn10","ENSMUSG00000022132","protein_coding",31.84,17.31,-0.81,0.999947203556063
"n-R5s51","ENSMUSG00000077661","rRNA",0,0,,
"Dzip1","ENSMUSG00000042156","protein_coding",85.06,62.9,-0.42,0.999947203556063
"Gm49179","ENSMUSG00000115718","lncRNA",0.74,0.29,-1.32,0.999947203556063
"Dnajc3","ENSMUSG00000022136","protein_coding",60.18,84.71,0.49,0.999947203556063
"Gm49768","ENSMUSG00000115220","lncRNA",5.29,3.48,-0.57,0.999947203556063
"Uggt2","ENSMUSG00000042104","protein_coding",23.09,19.56,-0.23,0.999947203556063
"Gm16835","ENSMUSG00000087479","lncRNA",3.58,3.65,0.03,0.999947203556063
"Hs6st3","ENSMUSG00000053465","protein_coding",7.04,6.29,-0.14,0.999947203556063
"Gm6087","ENSMUSG00000115684","processed_pseudogene",0.04,0.01,-1.46,
"Gm6212","ENSMUSG00000115196","processed_pseudogene",0.04,0.01,-2.09,
"1700006F04Rik","ENSMUSG00000100274","lncRNA",0,0.05,2.91,
"Gm48985","ENSMUSG00000115223","processed_pseudogene",0,0.05,2.74,
"4930404K13Rik","ENSMUSG00000115639","lncRNA",0,0.06,3.07,
"Oxgr1","ENSMUSG00000044819","protein_coding",0.16,1.24,3.44,0.486176096799476
"Gm20167","ENSMUSG00000115133","processed_pseudogene",0,0.01,0.35,
"Gm4681","ENSMUSG00000115146","lncRNA",0.12,0.43,1.92,
"Gm48997","ENSMUSG00000114983","lncRNA",0,0.02,1.72,
"Mbnl2","ENSMUSG00000022139","protein_coding",144.38,173.26,0.27,0.999947203556063
"Gm26679","ENSMUSG00000097903","lncRNA",0.51,0.31,-0.73,0.999947203556063
"Rap2a","ENSMUSG00000051615","protein_coding",88.13,74.61,-0.21,0.999947203556063
"Gm49008","ENSMUSG00000115648","lncRNA",0,0.01,0.35,
"Rpl19-ps5","ENSMUSG00000115630","processed_pseudogene",0,0.02,1.19,
"Gm17613","ENSMUSG00000090284","lncRNA",0,0.01,0.35,
"Gm25781","ENSMUSG00000084476","snRNA",0,0.02,1.72,
"Gm41253","ENSMUSG00000115835","lncRNA",0,0.02,1.72,
"Gm18076","ENSMUSG00000115163","processed_pseudogene",0,0.01,0.35,
"Gm9391","ENSMUSG00000115028","processed_pseudogene",0.04,0.01,-2.09,
"Ipo5","ENSMUSG00000030662","protein_coding",133.96,153.76,0.2,0.999947203556063
"Farp1","ENSMUSG00000025555","protein_coding",82.72,80.05,-0.05,0.999947203556063
"B930095G15Rik","ENSMUSG00000085133","lncRNA",70.36,49.65,-0.48,0.999947203556063
"Stk24","ENSMUSG00000063410","protein_coding",47.5,47.87,0.01,0.999947203556063
"Gm49031","ENSMUSG00000115666","processed_pseudogene",0,0.02,1.72,
"Gm33299","ENSMUSG00000115123","lncRNA",0,0,,
"Slc15a1","ENSMUSG00000025557","protein_coding",0.12,0.08,-0.58,
"Gm49035","ENSMUSG00000115390","lncRNA",0,0,,
"Gm4529","ENSMUSG00000115408","processed_pseudogene",0.04,0.01,-1.46,
"Dock9","ENSMUSG00000025558","protein_coding",163.66,155.77,-0.07,0.999947203556063
"Gm9395","ENSMUSG00000115443","processed_pseudogene",0,0.01,0.35,
"1810041H14Rik","ENSMUSG00000102112","lncRNA",0.35,0.25,-0.52,
"Ubac2","ENSMUSG00000041765","protein_coding",43.62,40.66,-0.1,0.999947203556063
"Gpr18","ENSMUSG00000050350","protein_coding",0.12,0.84,2.86,0.977548913226639
"Gpr183","ENSMUSG00000051212","protein_coding",1.4,0.87,-0.67,0.999947203556063
"Timm8a2","ENSMUSG00000071229","protein_coding",0.08,0.08,0,
"Gm49236","ENSMUSG00000115121","lncRNA",0,0,,
"A330035P11Rik","ENSMUSG00000085615","lncRNA",0.54,0.72,0.4,0.999947203556063
"Tm9sf2","ENSMUSG00000025544","protein_coding",93.41,97.3,0.06,0.999947203556063
"Gm6254","ENSMUSG00000066538","processed_pseudogene",0.23,0.06,-1.91,
"Gm17082","ENSMUSG00000090674","processed_pseudogene",0.16,0.17,0.16,
"Clybl","ENSMUSG00000025545","protein_coding",13.57,9.91,-0.44,0.999947203556063
"1700108J01Rik","ENSMUSG00000100585","lncRNA",0,0.02,1.19,
"Gm5089","ENSMUSG00000115263","lncRNA",4.2,3.31,-0.31,0.999947203556063
"Gm25464","ENSMUSG00000095311","snRNA",0.04,0.01,-1.46,
"Gm5089","ENSMUSG00000064052","lncRNA",0,0.09,3.66,
"Zic5","ENSMUSG00000041703","protein_coding",14.46,11.79,-0.29,0.999947203556063
"2610035F20Rik","ENSMUSG00000085555","lncRNA",5.6,5.99,0.1,0.999947203556063
"Zic2","ENSMUSG00000061524","protein_coding",81.21,74.12,-0.13,0.999947203556063
"Gm10837","ENSMUSG00000075465","lncRNA",0.47,0.35,-0.43,0.999947203556063
"Gm9399","ENSMUSG00000093669","processed_pseudogene",0.04,0.03,-0.35,
"Gm18143","ENSMUSG00000115652","processed_pseudogene",0,0.01,0.98,
"Pcca","ENSMUSG00000041650","protein_coding",36.5,31.06,-0.23,0.999947203556063
"Gm49259","ENSMUSG00000115256","processed_pseudogene",0,0,,
"Gm49260","ENSMUSG00000115264","TEC",0,0.03,2.06,
"Ggact","ENSMUSG00000041625","protein_coding",26.47,23.02,-0.2,0.999947203556063
"4930594M22Rik","ENSMUSG00000075463","lncRNA",1.32,1.86,0.52,0.999947203556063
"Tmtc4","ENSMUSG00000041594","protein_coding",19.63,19.23,-0.03,0.999947203556063
"4930594M22Rik","ENSMUSG00000085423","lncRNA",0.16,0.25,0.66,
"AA536875","ENSMUSG00000115016","lncRNA",0,0.04,2.54,
"Gm49294","ENSMUSG00000115758","processed_pseudogene",0,0,,
"Nalcn","ENSMUSG00000000197","protein_coding",92.29,76.33,-0.25,0.999947203556063
"Gm49297","ENSMUSG00000115674","TEC",0.04,0.05,0.46,
"Itgbl1","ENSMUSG00000032925","protein_coding",9.52,7.66,-0.26,0.999947203556063
"Gm9308","ENSMUSG00000082793","processed_pseudogene",0,0.08,3.55,
"Gm25272","ENSMUSG00000077481","snoRNA",0,0,,
"Fgf14","ENSMUSG00000025551","protein_coding",25.07,20.94,-0.24,0.999947203556063
"Gm28932","ENSMUSG00000101445","lncRNA",0,0,,
"Gm15422","ENSMUSG00000082738","processed_pseudogene",0.16,0.07,-1.09,
"1700024B18Rik","ENSMUSG00000099994","lncRNA",0.04,0.02,-1.06,
"Gm49070","ENSMUSG00000115472","processed_pseudogene",0,0,,
"Gm49071","ENSMUSG00000115191","processed_pseudogene",0.04,0.04,0.11,
"Olfr277-ps1","ENSMUSG00000108568","unprocessed_pseudogene",0,0.04,2.33,
"Gm49069","ENSMUSG00000114970","TEC",1.21,1.16,-0.04,0.999947203556063
"4930404O17Rik","ENSMUSG00000115490","lncRNA",0,0,,
"Gm26870","ENSMUSG00000097312","lncRNA",0,1.16,7.97,0.999947203556063
"Gm10722","ENSMUSG00000091028","protein_coding",0.08,2.22,5.78,0.959307349723618
"Gm11168","ENSMUSG00000096385","protein_coding",0,0.17,4.66,
"Gm10721","ENSMUSG00000096519","protein_coding",0,0,,
"Gm10720","ENSMUSG00000074564","protein_coding",0,0.23,5.14,
"Gm10719","ENSMUSG00000095547","protein_coding",0,0.59,6.71,0.390389318358119
"Gm10718","ENSMUSG00000095186","protein_coding",0,0.22,5.07,
"Gm10717","ENSMUSG00000095891","protein_coding",0.08,1.25,4.63,0.269847636098655
"Gm17535","ENSMUSG00000096736","protein_coding",0,0.1,3.92,
"Gm10715","ENSMUSG00000096201","protein_coding",0,0.12,4.14,
"Mir101c","ENSMUSG00000106183","miRNA",0,0,,
"4930433N12Rik","ENSMUSG00000042360","lncRNA",0,0.05,2.91,
"Gm32390","ENSMUSG00000110425","processed_pseudogene",0,0,,
"Gm7344","ENSMUSG00000110587","processed_pseudogene",0.04,0.02,-0.72,
"Gm31138","ENSMUSG00000110491","lncRNA",0,0.01,0.98,
"Olfr369-ps1","ENSMUSG00000110646","unprocessed_pseudogene",0,0.05,2.74,
"Gm27679","ENSMUSG00000098373","misc_RNA",0,0,,
"Alkbh8","ENSMUSG00000025899","protein_coding",33.12,32.78,-0.01,0.999947203556063
"Gm24918","ENSMUSG00000064956","snoRNA",0,0,,
"Gm23275","ENSMUSG00000077248","snRNA",0,0.01,0.35,
"Cwf19l2","ENSMUSG00000025898","protein_coding",15.24,30.64,1.16,0.852578209599736
"Gm5362","ENSMUSG00000110660","processed_pseudogene",0,0.01,0.35,
"Gucy1a2","ENSMUSG00000041624","protein_coding",3.73,4.57,0.29,0.999947203556063
"Gm5363","ENSMUSG00000110691","processed_pseudogene",0,0.04,2.31,
"Gm45860","ENSMUSG00000110461","processed_pseudogene",0,0,,
"Gm22195","ENSMUSG00000080511","miRNA",0,0,,
"Aasdhppt","ENSMUSG00000025894","protein_coding",19.71,22.58,0.2,0.999947203556063
"Kbtbd3","ENSMUSG00000025893","protein_coding",5.99,4.88,-0.29,0.999947203556063
"Gm23992","ENSMUSG00000094086","miRNA",0,0.01,0.35,
"Msantd4","ENSMUSG00000041124","protein_coding",62.82,62.42,-0.01,0.999947203556063
"Gria4","ENSMUSG00000025892","protein_coding",160.04,118.71,-0.41,0.999947203556063
"Gm23811","ENSMUSG00000092896","miRNA",0,0.05,2.75,
"Gm7390","ENSMUSG00000110644","processed_pseudogene",0.08,0.07,-0.1,
"Gm24896","ENSMUSG00000084690","snoRNA",0,0,,
"Casp1","ENSMUSG00000025888","protein_coding",2.37,15.61,2.87,0.00162476468225506
"Casp4","ENSMUSG00000033538","protein_coding",0.35,9.57,5.01,2.04230357452255e-06
"Casp12","ENSMUSG00000025887","protein_coding",1.36,13.34,3.5,0.000182719393960451
"Gm48506","ENSMUSG00000110927","processed_pseudogene",0,0,,
"Gm6015","ENSMUSG00000111191","processed_pseudogene",0,0.06,3.06,
"Gm48640","ENSMUSG00000110932","processed_pseudogene",0,0,,
"Gm9662","ENSMUSG00000111707","processed_pseudogene",0,0,,
"Pdgfd","ENSMUSG00000032006","protein_coding",6.14,5.7,-0.11,0.999947203556063
"Ddi1","ENSMUSG00000047619","protein_coding",0.04,0.02,-0.72,
"Gm21089","ENSMUSG00000111257","processed_pseudogene",0,0,,
"Gm48674","ENSMUSG00000110732","processed_pseudogene",0,0,,
"Gm23097","ENSMUSG00000065382","snRNA",0,0,,
"Gm48675","ENSMUSG00000111464","processed_pseudogene",0,0.02,1.19,
"Dync2h1","ENSMUSG00000047193","protein_coding",28.81,33.3,0.21,0.999947203556063
"Dcun1d5","ENSMUSG00000032002","protein_coding",36.62,42.58,0.22,0.999947203556063
"Gm47741","ENSMUSG00000111615","processed_pseudogene",0,0,,
"Mmp13","ENSMUSG00000050578","protein_coding",0.19,0.61,1.81,0.999947203556063
"Mmp12","ENSMUSG00000049723","protein_coding",0.04,0.67,4.23,0.73928231759629
"Mmp1b","ENSMUSG00000041620","protein_coding",0,0,,
"Mmp3","ENSMUSG00000043613","protein_coding",0,0.56,6.52,0.369915538546116
"Mmp1a","ENSMUSG00000043089","polymorphic_pseudogene",0,0,,
"Mmp10","ENSMUSG00000047562","protein_coding",0,0.04,2.31,
"Mmp8","ENSMUSG00000005800","protein_coding",0.16,2.34,4.81,0.999947203556063
"Mmp27","ENSMUSG00000070323","protein_coding",0.04,0.14,1.94,
"Gm47616","ENSMUSG00000111764","processed_pseudogene",0,0,,
"Mmp20","ENSMUSG00000018620","protein_coding",0.04,0.08,0.99,
"AV064505","ENSMUSG00000086381","lncRNA",0,0.01,0.35,
"Gm19212","ENSMUSG00000110936","processed_pseudogene",0,0,,
"Mmp7","ENSMUSG00000018623","protein_coding",0,0.02,1.19,
"Cbx3-ps8","ENSMUSG00000110887","processed_pseudogene",0,0.01,0.35,
"Gm10709","ENSMUSG00000074516","processed_pseudogene",0.04,0.01,-2.09,
"Tmem123","ENSMUSG00000050912","protein_coding",14.46,26.9,0.9,0.988150905821836
"Mir5618","ENSMUSG00000093615","miRNA",0,0,,
"Birc2","ENSMUSG00000057367","protein_coding",34.64,58.5,0.81,0.999947203556063
"Birc3","ENSMUSG00000032000","protein_coding",2.25,14.97,2.9,0.00190424946533563
"Yap1","ENSMUSG00000053110","protein_coding",30.05,41.78,0.51,0.999947203556063
"Gm20416","ENSMUSG00000092185","lncRNA",0,0,,
"Gm45494","ENSMUSG00000110161","lncRNA",0.16,0.41,1.39,
"Cfap300","ENSMUSG00000053070","protein_coding",4.51,5.51,0.29,0.999947203556063
"Cep126","ENSMUSG00000040729","protein_coding",15.16,17.49,0.21,0.999947203556063
"Gm19324","ENSMUSG00000111353","unprocessed_pseudogene",0,0.05,2.74,
"Gm7495","ENSMUSG00000111845","processed_pseudogene",0,0.02,1.72,
"1700128F08Rik","ENSMUSG00000031998","transcribed_processed_pseudogene",0,0,,
"Mir1899","ENSMUSG00000084747","miRNA",0,0,,
"Gm47517","ENSMUSG00000110828","processed_pseudogene",0,0,,
"Trpc6","ENSMUSG00000031997","protein_coding",5.13,4.47,-0.13,0.999947203556063
"Gm32014","ENSMUSG00000111602","lncRNA",0.35,0.4,0.2,0.999947203556063
"Pgr","ENSMUSG00000031870","protein_coding",21.96,14.36,-0.47,0.999947203556063
"Gm16485","ENSMUSG00000078117","TEC",9.14,6.07,-0.46,0.999947203556063
"Arhgap42","ENSMUSG00000050730","protein_coding",12.21,12.44,0.03,0.999947203556063
"Gm16833","ENSMUSG00000085253","lncRNA",0.04,0.03,-0.38,
"Gm22815","ENSMUSG00000088076","snRNA",0,0,,
"Gm46102","ENSMUSG00000111061","lncRNA",0.04,0.01,-2.09,
"Gm47333","ENSMUSG00000111317","processed_pseudogene",0,0,,
"Gm47334","ENSMUSG00000111284","lncRNA",0.04,0.03,-0.38,
"Cntn5","ENSMUSG00000039488","protein_coding",4.78,3.5,-0.4,0.999947203556063
"Gm26195","ENSMUSG00000092776","miRNA",0,0,,
"Mir6237","ENSMUSG00000098408","miRNA",0,0,,
"Gm24496","ENSMUSG00000093959","miRNA",0,0,,
"Gm25086","ENSMUSG00000096815","miRNA",0,0,,
"Gm46103","ENSMUSG00000111648","processed_pseudogene",0,0,,
"Gm7529","ENSMUSG00000111209","processed_pseudogene",0,0.03,2.06,
"Gm32710","ENSMUSG00000109590","lncRNA",0.04,0.05,0.31,
"Gm18488","ENSMUSG00000111568","processed_pseudogene",0,0,,
"Gm47001","ENSMUSG00000110951","lncRNA",0,0,,
"Gm47002","ENSMUSG00000111691","lncRNA",0,0,,
"Gm47029","ENSMUSG00000110942","processed_pseudogene",0,0,,
"Gm18934","ENSMUSG00000110734","processed_pseudogene",0,0,,
"Gm47034","ENSMUSG00000111503","lncRNA",0,0,,
"Gm18160","ENSMUSG00000110858","unprocessed_pseudogene",0,0,,
"Gm47035","ENSMUSG00000111458","processed_pseudogene",0,0,,
"Gm47037","ENSMUSG00000111111","TEC",0.04,0,-3.35,
"Gm29785","ENSMUSG00000111810","processed_pseudogene",0,0.01,0.35,
"Gm25365","ENSMUSG00000089477","rRNA",0,0,,
"Gm7570","ENSMUSG00000111552","processed_pseudogene",0,0,,
"Gm21070","ENSMUSG00000098228","processed_pseudogene",0,0,,
"4930568E12Rik","ENSMUSG00000111830","lncRNA",0,0,,
"Gm47051","ENSMUSG00000111285","lncRNA",0,0,,
"Jrkl","ENSMUSG00000079083","protein_coding",9.17,9.9,0.11,0.999947203556063
"Ccdc82","ENSMUSG00000079084","protein_coding",24.37,26.09,0.1,0.999947203556063
"Gm26189","ENSMUSG00000095068","snRNA",0,0,,
"Maml2","ENSMUSG00000031925","protein_coding",9.49,17.33,0.88,0.999947203556063
"Gm47087","ENSMUSG00000111212","TEC",0.08,0.15,0.95,
"Phxr4","ENSMUSG00000031802","TEC",0.16,0.06,-1.36,
"Gm17571","ENSMUSG00000090592","protein_coding",0,0,,
"Gm47089","ENSMUSG00000111223","TEC",0.04,0,-3.35,
"Gm22643","ENSMUSG00000093092","miRNA",0,0,,
"Gm47105","ENSMUSG00000111698","processed_pseudogene",0,0,,
"Mtmr2","ENSMUSG00000031918","protein_coding",46.8,51.39,0.14,0.999947203556063
"Cep57","ENSMUSG00000031922","protein_coding",18.43,21.2,0.21,0.999947203556063
"Fam76b","ENSMUSG00000037808","protein_coding",18.66,23.11,0.32,0.999947203556063
"Gm7588","ENSMUSG00000111012","processed_pseudogene",0.04,0.01,-1.46,
